会社名,路線系統,所属基地,形式,番台,編成名,号車,略号,車両番号,車両ID,始,終,見出しアイコン,車体アイコン,左パンタ,右パンタ,左台車,右台車,左方向,右方向,ATACS-ID,見出し特記事項,編成情報(選択),編成情報(記述),車両情報(選択),車両情報(記述),集電装置,主電動機,制御装置,補助電源装置,空気圧縮機,動力台車,付随台車
JR東海,名古屋エリア,神領車両区,315系,0番台,C7,3,M,モハ315-14,315-051,2022/2/24,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C7,4,T,サハ315-507,315-052,2022/2/24,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C7,5,T,サハ315-7,315-053,2022/2/24,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C7,6,M,モハ315-513,315-054,2022/2/24,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C7,7,M,モハ315-13,315-055,2022/2/24,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C7,8,Tc,クハ315-7,315-056,2022/2/24,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C8,1,Tc',クハ314-8,315-057,2022/11/10,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C8,2,M,モハ315-516,315-058,2022/11/10,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C8,3,M,モハ315-16,315-059,2022/11/10,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C8,4,T,サハ315-508,315-060,2022/11/10,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C8,5,T,サハ315-8,315-061,2022/11/10,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C8,6,M,モハ315-515,315-062,2022/11/10,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C8,7,M,モハ315-15,315-063,2022/11/10,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C8,8,Tc,クハ315-8,315-064,2022/11/10,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C9,1,Tc',クハ314-9,315-065,2023/1/12,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C9,2,M,モハ315-518,315-066,2023/1/12,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C9,3,M,モハ315-18,315-067,2023/1/12,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C9,4,T,サハ315-509,315-068,2023/1/12,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C9,5,T,サハ315-9,315-069,2023/1/12,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C9,6,M,モハ315-517,315-070,2023/1/12,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C9,7,M,モハ315-17,315-071,2023/1/12,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C9,8,Tc,クハ315-9,315-072,2023/1/12,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C10,1,Tc',クハ314-10,315-073,2023/1/26,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C10,2,M,モハ315-520,315-074,2023/1/26,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C10,3,M,モハ315-20,315-075,2023/1/26,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C10,4,T,サハ315-510,315-076,2023/1/26,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C10,5,T,サハ315-10,315-077,2023/1/26,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C10,6,M,モハ315-519,315-078,2023/1/26,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C10,7,M,モハ315-19,315-079,2023/1/26,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C10,8,Tc,クハ315-10,315-080,2023/1/26,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C11,1,Tc',クハ314-11,315-081,2023/2/16,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C11,2,M,モハ315-522,315-082,2023/2/16,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C11,3,M,モハ315-22,315-083,2023/2/16,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C11,4,T,サハ315-511,315-084,2023/2/16,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C11,5,T,サハ315-11,315-085,2023/2/16,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C11,6,M,モハ315-521,315-086,2023/2/16,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C11,7,M,モハ315-21,315-087,2023/2/16,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C11,8,Tc,クハ315-11,315-088,2023/2/16,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C12,1,Tc',クハ314-12,315-089,2023/2/27,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C12,2,M,モハ315-524,315-090,2023/2/27,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C12,3,M,モハ315-24,315-091,2023/2/27,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C12,4,T,サハ315-512,315-092,2023/2/27,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C12,5,T,サハ315-12,315-093,2023/2/27,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C12,6,M,モハ315-523,315-094,2023/2/27,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C12,7,M,モハ315-23,315-095,2023/2/27,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C12,8,Tc,クハ315-12,315-096,2023/2/27,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C13,1,Tc',クハ314-13,315-097,2023/3/23,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C13,2,M,モハ315-526,315-098,2023/3/23,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C13,3,M,モハ315-26,315-099,2023/3/23,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C13,4,T,サハ315-513,315-100,2023/3/23,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C13,5,T,サハ315-13,315-101,2023/3/23,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C13,6,M,モハ315-525,315-102,2023/3/23,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C13,7,M,モハ315-25,315-103,2023/3/23,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C13,8,Tc,クハ315-13,315-104,2023/3/23,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C14,1,Tc',クハ314-14,315-105,2023/4/6,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C14,2,M,モハ315-528,315-106,2023/4/6,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C14,3,M,モハ315-28,315-107,2023/4/6,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C14,4,T,サハ315-514,315-108,2023/4/6,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C14,5,T,サハ315-14,315-109,2023/4/6,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C14,6,M,モハ315-527,315-110,2023/4/6,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C14,7,M,モハ315-27,315-111,2023/4/6,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C14,8,Tc,クハ315-14,315-112,2023/4/6,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C15,1,Tc',クハ314-15,315-113,2023/4/20,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C15,2,M,モハ315-530,315-114,2023/4/20,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C15,3,M,モハ315-30,315-115,2023/4/20,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C15,4,T,サハ315-515,315-116,2023/4/20,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C15,5,T,サハ315-15,315-117,2023/4/20,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C15,6,M,モハ315-529,315-118,2023/4/20,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C15,7,M,モハ315-29,315-119,2023/4/20,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C15,8,Tc,クハ315-15,315-120,2023/4/20,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C16,1,Tc',クハ314-16,315-121,2023/5/18,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C16,2,M,モハ315-532,315-122,2023/5/18,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C16,3,M,モハ315-32,315-123,2023/5/18,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C16,4,T,サハ315-516,315-124,2023/5/18,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C16,5,T,サハ315-16,315-125,2023/5/18,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C16,6,M,モハ315-531,315-126,2023/5/18,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C16,7,M,モハ315-31,315-127,2023/5/18,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C16,8,Tc,クハ315-16,315-128,2023/5/18,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C17,1,Tc',クハ314-17,315-129,2023/6/1,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C17,2,M,モハ315-534,315-130,2023/6/1,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C17,3,M,モハ315-34,315-131,2023/6/1,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C17,4,T,サハ315-517,315-132,2023/6/1,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C17,5,T,サハ315-17,315-133,2023/6/1,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C17,6,M,モハ315-533,315-134,2023/6/1,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C17,7,M,モハ315-33,315-135,2023/6/1,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C17,8,Tc,クハ315-17,315-136,2023/6/1,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C18,1,Tc',クハ314-18,315-137,2023/6/15,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C18,2,M,モハ315-536,315-138,2023/6/15,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C18,3,M,モハ315-36,315-139,2023/6/15,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C18,4,T,サハ315-518,315-140,2023/6/15,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C18,5,T,サハ315-18,315-141,2023/6/15,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C18,6,M,モハ315-535,315-142,2023/6/15,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C18,7,M,モハ315-35,315-143,2023/6/15,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C18,8,Tc,クハ315-18,315-144,2023/6/15,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C19,1,Tc',クハ314-19,315-145,2023/7/13,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C19,2,M,モハ315-538,315-146,2023/7/13,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C19,3,M,モハ315-38,315-147,2023/7/13,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C19,4,T,サハ315-519,315-148,2023/7/13,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C19,5,T,サハ315-19,315-149,2023/7/13,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C19,6,M,モハ315-537,315-150,2023/7/13,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C19,7,M,モハ315-37,315-151,2023/7/13,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C19,8,Tc,クハ315-19,315-152,2023/7/13,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C20,1,Tc',クハ314-20,315-153,2023/8/3,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C20,2,M,モハ315-540,315-154,2023/8/3,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C20,3,M,モハ315-40,315-155,2023/8/3,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C20,4,T,サハ315-520,315-156,2023/8/3,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C20,5,T,サハ315-20,315-157,2023/8/3,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C20,6,M,モハ315-539,315-158,2023/8/3,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C20,7,M,モハ315-39,315-159,2023/8/3,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C20,8,Tc,クハ315-20,315-160,2023/8/3,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C21,1,Tc',クハ314-21,315-161,2023/8/24,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C21,2,M,モハ315-542,315-162,2023/8/24,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C21,3,M,モハ315-42,315-163,2023/8/24,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C21,4,T,サハ315-521,315-164,2023/8/24,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C21,5,T,サハ315-21,315-165,2023/8/24,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C21,6,M,モハ315-541,315-166,2023/8/24,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C21,7,M,モハ315-41,315-167,2023/8/24,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C21,8,Tc,クハ315-21,315-168,2023/8/24,,315,315-3,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C22,1,Tc',クハ314-22,315-169,2023/9/7,,315,315-1,,,t,t,米原・名古屋,中津川・豊橋,,,,,wc,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C22,2,M,モハ315-544,315-170,2023/9/7,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C22,3,M,モハ315-44,315-171,2023/9/7,,315,315-2,＜,,m,m,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
JR東海,名古屋エリア,神領車両区,315系,0番台,C22,4,T,サハ315-522,315-172,2023/9/7,,315,315-2,,,t,t,米原・名古屋,中津川・豊橋,,,,,,,,,,,,,
